,num4black,num4white,0,1,2
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8D2F7H4H2G3F2,3.0,1.0,179.0,203.0,326.0
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8D2F7H4H2G3F2G7,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3D3,1.0,1.0,181.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3D3D2,1.0,1.0,182.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3D3D2B6,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6,3.0,1.0,184.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7,3.0,1.0,185.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3,3.0,1.0,186.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4,3.0,1.0,187.0,241.0,306.0
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6,1.0,2.0,188.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2,1.0,2.0,189.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2F2,1.0,2.0,190.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2F2G3,1.0,2.0,191.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2F2G3E2,1.0,2.0,192.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2F2G3E2F3,1.0,2.0,193.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2F2G3E2F3H5,1.0,2.0,194.0,211.0,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2F2G3E2F3H5F1,1.0,1.0,195.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6H6D7D3G4B6D2F2G3E2F3H5F1E1,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8E2,3.0,1.0,197.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8E2H6,3.0,1.0,198.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8E2H6F7,3.0,1.0,199.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8E2H6F7D3,3.0,1.0,200.0,226.0,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8E2H6F7D3G3,1.0,1.0,201.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8E2H6F7D3G3G6,1.0,1.0,202.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8E2H6F7D3G3G6F2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8D2F7H4H2G3F2E2,1.0,1.0,,,
